Image,Class_NoTTA,Class_TTA,Changed
6420.jpeg,1,1,0
6421.jpeg,0,0,0
6422.jpeg,2,2,0
6423.jpeg,5,5,0
6424.jpeg,3,3,0
6425.jpeg,0,0,0
6426.jpeg,2,2,0
6427.jpeg,0,0,0
6428.jpeg,1,1,0
6429.jpeg,9,9,0
643.jpeg,1,1,0
6430.jpeg,4,4,0
6431.jpeg,2,2,0
6432.jpeg,8,8,0
6433.jpeg,8,8,0
6434.jpeg,6,6,0
6435.jpeg,1,1,0
6436.jpeg,3,3,0
6437.jpeg,0,0,0
6438.jpeg,0,0,0
6439.jpeg,2,2,0
644.jpeg,2,2,0
6440.jpeg,7,7,0
6441.jpeg,9,9,0
6442.jpeg,2,2,0
6443.jpeg,4,4,0
6444.jpeg,2,2,0
6445.jpeg,3,3,0
6446.jpeg,0,0,0
6447.jpeg,4,4,0
6448.jpeg,0,0,0
6449.jpeg,3,3,0
645.jpeg,1,1,0
6450.jpeg,6,6,0
6451.jpeg,0,0,0
6452.jpeg,6,6,0
6453.jpeg,2,2,0
6454.jpeg,3,3,0
6455.jpeg,4,4,0
6456.jpeg,6,6,0
6457.jpeg,5,5,0
6458.jpeg,4,4,0
6459.jpeg,1,1,0
646.jpeg,4,4,0
6460.jpeg,2,2,0
6461.jpeg,1,1,0
6462.jpeg,2,2,0
6463.jpeg,2,2,0
6464.jpeg,5,5,0
6465.jpeg,3,3,0
6466.jpeg,4,4,0
6467.jpeg,3,3,0
6468.jpeg,9,9,0
6469.jpeg,4,4,0
647.jpeg,8,8,0
6470.jpeg,5,5,0
6471.jpeg,4,4,0
6472.jpeg,1,1,0
6473.jpeg,7,7,0
6474.jpeg,4,4,0
6475.jpeg,0,0,0
6476.jpeg,1,1,0
6477.jpeg,2,2,0
6478.jpeg,1,1,0
6479.jpeg,2,2,0
648.jpeg,8,8,0
6480.jpeg,4,4,0
6481.jpeg,2,2,0
6482.jpeg,2,2,0
6483.jpeg,5,5,0
6484.jpeg,1,1,0
6485.jpeg,4,4,0
6486.jpeg,8,8,0
6487.jpeg,4,4,0
6488.jpeg,3,3,0
6489.jpeg,2,2,0
649.jpeg,7,7,0
6490.jpeg,2,2,0
6491.jpeg,1,1,0
6492.jpeg,7,7,0
6493.jpeg,3,3,0
6494.jpeg,3,3,0
6495.jpeg,3,3,0
6496.jpeg,2,2,0
6497.jpeg,0,0,0
6498.jpeg,3,3,0
6499.jpeg,2,2,0
65.jpeg,1,1,0
650.jpeg,3,3,0
6500.jpeg,8,8,0
6501.jpeg,2,2,0
6502.jpeg,0,0,0
6503.jpeg,4,4,0
6504.jpeg,0,0,0
6505.jpeg,1,1,0
6506.jpeg,3,3,0
6507.jpeg,8,8,0
6508.jpeg,0,0,0
6509.jpeg,1,1,0
651.jpeg,1,1,0
6510.jpeg,2,2,0
6511.jpeg,0,0,0
6512.jpeg,9,9,0
6513.jpeg,1,1,0
6514.jpeg,9,9,0
6515.jpeg,4,4,0
6516.jpeg,1,1,0
6517.jpeg,1,1,0
6518.jpeg,2,2,0
6519.jpeg,6,6,0
652.jpeg,0,0,0
6520.jpeg,0,0,0
6521.jpeg,4,4,0
6522.jpeg,1,1,0
6523.jpeg,6,6,0
6524.jpeg,1,1,0
6525.jpeg,1,1,0
6526.jpeg,6,6,0
6527.jpeg,3,3,0
6528.jpeg,4,4,0
6529.jpeg,3,3,0
653.jpeg,1,1,0
6530.jpeg,8,8,0
6531.jpeg,7,7,0
6532.jpeg,1,1,0
6533.jpeg,1,1,0
6534.jpeg,2,2,0
6535.jpeg,4,4,0
6536.jpeg,1,1,0
6537.jpeg,3,3,0
6538.jpeg,2,2,0
6539.jpeg,2,2,0
654.jpeg,2,2,0
6540.jpeg,3,3,0
6541.jpeg,4,4,0
6542.jpeg,0,0,0
6543.jpeg,4,4,0
6544.jpeg,2,2,0
6545.jpeg,8,8,0
6546.jpeg,4,4,0
6547.jpeg,8,8,0
6548.jpeg,2,2,0
6549.jpeg,2,2,0
655.jpeg,3,3,0
6550.jpeg,2,2,0
6551.jpeg,4,4,0
6552.jpeg,4,4,0
6553.jpeg,9,9,0
6554.jpeg,1,1,0
6555.jpeg,4,4,0
6556.jpeg,7,7,0
6557.jpeg,0,0,0
6558.jpeg,5,5,0
6559.jpeg,4,4,0
656.jpeg,3,3,0
6560.jpeg,3,3,0
6561.jpeg,2,2,0
6562.jpeg,3,3,0
6563.jpeg,8,8,0
6564.jpeg,1,1,0
6565.jpeg,2,2,0
6566.jpeg,9,9,0
6567.jpeg,0,0,0
6568.jpeg,1,1,0
6569.jpeg,2,2,0
657.jpeg,1,1,0
6570.jpeg,7,7,0
6571.jpeg,0,0,0
6572.jpeg,5,5,0
6573.jpeg,1,1,0
6574.jpeg,2,2,0
6575.jpeg,2,2,0
6576.jpeg,1,1,0
6577.jpeg,3,3,0
6578.jpeg,0,0,0
6579.jpeg,8,8,0
658.jpeg,2,2,0
6580.jpeg,1,1,0
6581.jpeg,2,2,0
6582.jpeg,2,2,0
6583.jpeg,3,3,0
6584.jpeg,0,0,0
6585.jpeg,8,8,0
6586.jpeg,5,5,0
6587.jpeg,1,1,0
6588.jpeg,4,4,0
6589.jpeg,8,8,0
659.jpeg,2,2,0
6590.jpeg,3,3,0
6591.jpeg,1,1,0
6592.jpeg,3,3,0
6593.jpeg,2,2,0
6594.jpeg,3,3,0
6595.jpeg,2,2,0
6596.jpeg,9,9,0
6597.jpeg,7,7,0
6598.jpeg,9,9,0
6599.jpeg,5,5,0
66.jpeg,4,4,0
660.jpeg,9,9,0
6600.jpeg,8,8,0
6601.jpeg,5,5,0
6602.jpeg,1,1,0
6603.jpeg,0,0,0
6604.jpeg,0,0,0
6605.jpeg,1,1,0
6606.jpeg,5,5,0
6607.jpeg,0,0,0
6608.jpeg,4,4,0
6609.jpeg,7,7,0
661.jpeg,0,0,0
6610.jpeg,8,8,0
6611.jpeg,5,5,0
6612.jpeg,1,1,0
6613.jpeg,1,1,0
6614.jpeg,2,2,0
6615.jpeg,5,5,0
6616.jpeg,3,3,0
6617.jpeg,4,4,0
6618.jpeg,2,**0**,1
6619.jpeg,0,0,0
662.jpeg,4,4,0
6620.jpeg,4,4,0
6621.jpeg,8,8,0
6622.jpeg,4,4,0
6623.jpeg,4,4,0
6624.jpeg,4,4,0
6625.jpeg,4,4,0
6626.jpeg,2,2,0
6627.jpeg,6,6,0
6628.jpeg,1,1,0
6629.jpeg,6,6,0
663.jpeg,2,2,0
6630.jpeg,0,0,0
6631.jpeg,0,0,0
6632.jpeg,1,1,0
6633.jpeg,2,2,0
6634.jpeg,2,2,0
6635.jpeg,8,8,0
6636.jpeg,0,0,0
6637.jpeg,3,3,0
6638.jpeg,6,6,0
6639.jpeg,7,7,0
664.jpeg,2,2,0
6640.jpeg,6,6,0
6641.jpeg,0,0,0
6642.jpeg,7,7,0
6643.jpeg,3,3,0
6644.jpeg,1,1,0
6645.jpeg,2,2,0
6646.jpeg,1,1,0
6647.jpeg,2,2,0
6648.jpeg,4,4,0
6649.jpeg,3,3,0
665.jpeg,0,0,0
6650.jpeg,9,9,0
6651.jpeg,0,0,0
6652.jpeg,0,0,0
6653.jpeg,9,9,0
6654.jpeg,6,6,0
6655.jpeg,4,4,0
6656.jpeg,7,7,0
6657.jpeg,0,0,0
6658.jpeg,4,4,0
6659.jpeg,0,0,0
666.jpeg,0,0,0
6660.jpeg,2,2,0
6661.jpeg,6,6,0
6662.jpeg,8,8,0
6663.jpeg,3,3,0
6664.jpeg,0,0,0
6665.jpeg,3,3,0
6666.jpeg,0,0,0
6667.jpeg,8,8,0
6668.jpeg,0,0,0
6669.jpeg,2,2,0
667.jpeg,3,3,0
6670.jpeg,3,3,0
6671.jpeg,2,2,0
6672.jpeg,4,4,0
6673.jpeg,6,6,0
6674.jpeg,7,7,0
6675.jpeg,2,2,0
6676.jpeg,4,4,0
6677.jpeg,1,1,0
6678.jpeg,1,1,0
6679.jpeg,3,3,0
668.jpeg,4,4,0
6680.jpeg,6,6,0
6681.jpeg,2,2,0
6682.jpeg,0,0,0
6683.jpeg,2,2,0
6684.jpeg,1,1,0
6685.jpeg,5,5,0
6686.jpeg,0,0,0
6687.jpeg,3,3,0
6688.jpeg,3,3,0
6689.jpeg,1,1,0
669.jpeg,1,1,0
6690.jpeg,1,1,0
6691.jpeg,2,2,0
6692.jpeg,1,1,0
6693.jpeg,3,3,0
6694.jpeg,1,1,0
6695.jpeg,4,4,0
6696.jpeg,0,0,0
6697.jpeg,6,6,0
6698.jpeg,0,0,0
6699.jpeg,0,0,0
67.jpeg,3,3,0
670.jpeg,2,2,0
6700.jpeg,8,8,0
6701.jpeg,8,8,0
6702.jpeg,3,3,0
6703.jpeg,2,2,0
6704.jpeg,3,3,0
6705.jpeg,6,6,0
6706.jpeg,8,8,0
6707.jpeg,5,5,0
6708.jpeg,7,7,0
6709.jpeg,2,2,0
671.jpeg,1,1,0
6710.jpeg,3,3,0
6711.jpeg,8,8,0
6712.jpeg,1,1,0
6713.jpeg,4,4,0
6714.jpeg,3,3,0
6715.jpeg,6,6,0
6716.jpeg,3,3,0
6717.jpeg,3,3,0
6718.jpeg,1,1,0
6719.jpeg,4,4,0
672.jpeg,1,1,0
6720.jpeg,0,0,0
6721.jpeg,4,4,0
6722.jpeg,0,0,0
6723.jpeg,3,3,0
6724.jpeg,4,4,0
6725.jpeg,3,3,0
6726.jpeg,1,1,0
6727.jpeg,3,3,0
6728.jpeg,3,3,0
6729.jpeg,5,5,0
673.jpeg,0,0,0
6730.jpeg,0,0,0
6731.jpeg,3,3,0
6732.jpeg,0,0,0
6733.jpeg,4,4,0
6734.jpeg,0,0,0
6735.jpeg,4,4,0
6736.jpeg,3,3,0
6737.jpeg,1,1,0
6738.jpeg,5,5,0
6739.jpeg,4,4,0
674.jpeg,0,0,0
6740.jpeg,7,7,0
6741.jpeg,8,8,0
6742.jpeg,2,2,0
6743.jpeg,8,8,0
6744.jpeg,1,1,0
6745.jpeg,1,1,0
6746.jpeg,4,4,0
6747.jpeg,6,6,0
6748.jpeg,2,2,0
6749.jpeg,9,9,0
675.jpeg,1,1,0
6750.jpeg,4,4,0
6751.jpeg,8,8,0
6752.jpeg,1,1,0
6753.jpeg,6,6,0
6754.jpeg,1,1,0
6755.jpeg,4,4,0
6756.jpeg,1,1,0
6757.jpeg,3,3,0
6758.jpeg,0,0,0
6759.jpeg,7,7,0
676.jpeg,9,9,0
6760.jpeg,0,0,0
6761.jpeg,4,4,0
6762.jpeg,2,2,0
6763.jpeg,3,3,0
6764.jpeg,3,3,0
6765.jpeg,0,0,0
6766.jpeg,6,6,0
6767.jpeg,4,4,0
6768.jpeg,4,4,0
6769.jpeg,4,4,0
677.jpeg,1,1,0
6770.jpeg,3,3,0
6771.jpeg,2,2,0
6772.jpeg,3,3,0
6773.jpeg,8,8,0
6774.jpeg,1,1,0
6775.jpeg,1,1,0
6776.jpeg,2,2,0
6777.jpeg,0,0,0
6778.jpeg,6,6,0
6779.jpeg,1,1,0
678.jpeg,4,4,0
6780.jpeg,1,1,0
6781.jpeg,2,2,0
6782.jpeg,4,4,0
6783.jpeg,1,1,0
6784.jpeg,6,6,0
6785.jpeg,4,4,0
6786.jpeg,8,8,0
6787.jpeg,6,6,0
6788.jpeg,9,9,0
6789.jpeg,2,2,0
679.jpeg,4,4,0
6790.jpeg,6,6,0
6791.jpeg,3,3,0
6792.jpeg,4,4,0
6793.jpeg,3,3,0
6794.jpeg,2,2,0
6795.jpeg,3,3,0
6796.jpeg,4,4,0
6797.jpeg,3,3,0
6798.jpeg,7,7,0
6799.jpeg,0,0,0
68.jpeg,4,4,0
680.jpeg,5,5,0
6800.jpeg,4,4,0
6801.jpeg,8,8,0
6802.jpeg,3,3,0
6803.jpeg,1,1,0
6804.jpeg,3,3,0
6805.jpeg,0,0,0
6806.jpeg,3,3,0
6807.jpeg,1,1,0
6808.jpeg,0,0,0
6809.jpeg,6,6,0
681.jpeg,1,1,0
6810.jpeg,2,2,0
6811.jpeg,4,4,0
6812.jpeg,4,4,0
6813.jpeg,1,1,0
6814.jpeg,4,4,0
6815.jpeg,7,7,0
6816.jpeg,2,2,0
6817.jpeg,2,**0**,1
6818.jpeg,1,1,0
6819.jpeg,3,3,0
682.jpeg,6,6,0
6820.jpeg,9,9,0
6821.jpeg,0,0,0
6822.jpeg,4,4,0
6823.jpeg,4,4,0
6824.jpeg,0,0,0
6825.jpeg,3,3,0
6826.jpeg,1,1,0
6827.jpeg,7,7,0
6828.jpeg,2,2,0
6829.jpeg,9,9,0
683.jpeg,0,0,0
6830.jpeg,4,4,0
6831.jpeg,1,1,0
6832.jpeg,4,4,0
6833.jpeg,3,3,0
6834.jpeg,1,1,0
6835.jpeg,8,8,0
6836.jpeg,3,3,0
6837.jpeg,9,9,0
6838.jpeg,5,5,0
6839.jpeg,1,1,0
684.jpeg,3,3,0
6840.jpeg,6,6,0
6841.jpeg,0,0,0
6842.jpeg,5,5,0
6843.jpeg,1,1,0
6844.jpeg,3,3,0
6845.jpeg,8,8,0
6846.jpeg,0,0,0
6847.jpeg,1,1,0
6848.jpeg,1,1,0
6849.jpeg,6,6,0
685.jpeg,5,5,0
6850.jpeg,1,1,0
6851.jpeg,2,2,0
6852.jpeg,1,1,0
6853.jpeg,3,3,0
6854.jpeg,3,3,0
6855.jpeg,3,3,0
6856.jpeg,8,8,0
6857.jpeg,2,2,0
6858.jpeg,1,1,0
6859.jpeg,1,1,0
686.jpeg,1,1,0
6860.jpeg,8,8,0
6861.jpeg,4,4,0
6862.jpeg,3,3,0
6863.jpeg,4,4,0
6864.jpeg,0,0,0
6865.jpeg,1,1,0
6866.jpeg,1,1,0
6867.jpeg,2,2,0
6868.jpeg,3,3,0
6869.jpeg,3,3,0
687.jpeg,0,0,0
6870.jpeg,1,1,0
6871.jpeg,4,4,0
6872.jpeg,1,1,0
6873.jpeg,6,6,0
6874.jpeg,0,0,0
6875.jpeg,0,0,0
6876.jpeg,6,6,0
6877.jpeg,2,2,0
6878.jpeg,1,1,0
6879.jpeg,4,4,0
688.jpeg,3,3,0
6880.jpeg,7,7,0
6881.jpeg,3,3,0
6882.jpeg,6,6,0
6883.jpeg,3,3,0
6884.jpeg,2,2,0
6885.jpeg,4,4,0
6886.jpeg,6,6,0
6887.jpeg,2,2,0
6888.jpeg,1,1,0
6889.jpeg,3,3,0
689.jpeg,9,9,0
6890.jpeg,8,**2**,1
6891.jpeg,5,5,0
6892.jpeg,3,3,0
6893.jpeg,5,5,0
6894.jpeg,3,3,0
6895.jpeg,4,4,0
6896.jpeg,1,1,0
6897.jpeg,3,3,0
6898.jpeg,0,0,0
6899.jpeg,0,0,0
69.jpeg,9,9,0
690.jpeg,4,4,0
6900.jpeg,3,3,0
6901.jpeg,3,3,0
6902.jpeg,2,2,0
6903.jpeg,3,3,0
6904.jpeg,2,2,0
6905.jpeg,3,3,0
6906.jpeg,0,0,0
6907.jpeg,7,7,0
6908.jpeg,3,3,0
6909.jpeg,2,2,0
691.jpeg,1,1,0
6910.jpeg,8,8,0
6911.jpeg,3,3,0
6912.jpeg,3,3,0
6913.jpeg,8,8,0
6914.jpeg,5,5,0
6915.jpeg,3,3,0
6916.jpeg,2,2,0
6917.jpeg,2,2,0
6918.jpeg,5,5,0
6919.jpeg,0,0,0
692.jpeg,4,4,0
6920.jpeg,1,1,0
6921.jpeg,7,7,0
6922.jpeg,2,2,0
6923.jpeg,8,8,0
6924.jpeg,4,4,0
6925.jpeg,8,8,0
6926.jpeg,2,2,0
6927.jpeg,0,0,0
6928.jpeg,0,0,0
6929.jpeg,4,4,0
693.jpeg,6,6,0
6930.jpeg,2,2,0
6931.jpeg,0,0,0
6932.jpeg,1,1,0
6933.jpeg,3,3,0
6934.jpeg,4,4,0
6935.jpeg,4,4,0
6936.jpeg,4,4,0
6937.jpeg,5,5,0
6938.jpeg,1,1,0
6939.jpeg,3,3,0
694.jpeg,0,0,0
6940.jpeg,1,1,0
6941.jpeg,8,8,0
6942.jpeg,8,8,0
6943.jpeg,6,6,0
6944.jpeg,8,8,0
6945.jpeg,2,2,0
6946.jpeg,3,3,0
6947.jpeg,3,3,0
6948.jpeg,2,2,0
6949.jpeg,8,8,0
695.jpeg,8,8,0
6950.jpeg,1,1,0
6951.jpeg,2,2,0
6952.jpeg,3,3,0
6953.jpeg,0,0,0
6954.jpeg,2,2,0
6955.jpeg,3,3,0
6956.jpeg,0,0,0
6957.jpeg,0,0,0
6958.jpeg,3,3,0
6959.jpeg,0,0,0
696.jpeg,6,6,0
6960.jpeg,1,1,0
6961.jpeg,1,1,0
6962.jpeg,0,0,0
6963.jpeg,0,0,0
6964.jpeg,0,0,0
6965.jpeg,3,3,0
6966.jpeg,9,9,0
6967.jpeg,4,4,0
6968.jpeg,1,1,0
6969.jpeg,7,7,0
697.jpeg,4,4,0
6970.jpeg,4,4,0
6971.jpeg,5,5,0
6972.jpeg,4,4,0
6973.jpeg,3,3,0
6974.jpeg,6,6,0
6975.jpeg,4,4,0
6976.jpeg,3,3,0
6977.jpeg,0,0,0
6978.jpeg,4,4,0
6979.jpeg,2,2,0
698.jpeg,0,0,0
6980.jpeg,2,2,0
6981.jpeg,0,0,0
6982.jpeg,6,6,0
6983.jpeg,4,4,0
6984.jpeg,1,1,0
6985.jpeg,1,1,0
6986.jpeg,0,0,0
6987.jpeg,0,0,0
6988.jpeg,9,9,0
6989.jpeg,4,4,0
699.jpeg,4,4,0
6990.jpeg,8,8,0
6991.jpeg,4,4,0
6992.jpeg,4,4,0
6993.jpeg,8,8,0
6994.jpeg,5,5,0
6995.jpeg,0,0,0
6996.jpeg,0,0,0
6997.jpeg,1,1,0
6998.jpeg,3,3,0
6999.jpeg,4,4,0
7.jpeg,3,3,0
70.jpeg,1,1,0
700.jpeg,1,1,0
7000.jpeg,2,2,0
7001.jpeg,0,0,0
7002.jpeg,3,3,0
7003.jpeg,1,1,0
7004.jpeg,4,4,0
7005.jpeg,4,4,0
7006.jpeg,6,6,0
7007.jpeg,4,4,0
7008.jpeg,5,5,0
7009.jpeg,3,3,0
701.jpeg,2,2,0
7010.jpeg,4,4,0
7011.jpeg,3,3,0
7012.jpeg,8,8,0
7013.jpeg,0,0,0
7014.jpeg,8,8,0
7015.jpeg,3,3,0
7016.jpeg,2,2,0
7017.jpeg,1,1,0
7018.jpeg,9,9,0
7019.jpeg,6,6,0
702.jpeg,2,2,0
7020.jpeg,1,1,0
7021.jpeg,1,1,0
7022.jpeg,0,0,0
7023.jpeg,4,4,0
7024.jpeg,3,3,0
7025.jpeg,8,8,0
7026.jpeg,5,5,0
7027.jpeg,2,2,0
7028.jpeg,2,2,0
7029.jpeg,0,0,0
703.jpeg,8,8,0
7030.jpeg,8,8,0
7031.jpeg,1,1,0
7032.jpeg,8,8,0
7033.jpeg,2,2,0
7034.jpeg,1,1,0
7035.jpeg,2,2,0
7036.jpeg,4,4,0
7037.jpeg,0,0,0
7038.jpeg,5,5,0
7039.jpeg,7,7,0
704.jpeg,2,2,0
7040.jpeg,4,4,0
7041.jpeg,3,3,0
7042.jpeg,4,4,0
7043.jpeg,9,9,0
7044.jpeg,3,3,0
7045.jpeg,0,0,0
7046.jpeg,0,0,0
7047.jpeg,4,4,0
7048.jpeg,0,0,0
7049.jpeg,0,0,0
705.jpeg,2,2,0
7050.jpeg,3,3,0
7051.jpeg,2,2,0
7052.jpeg,0,0,0
7053.jpeg,0,0,0
7054.jpeg,8,8,0
7055.jpeg,1,1,0
7056.jpeg,4,4,0
7057.jpeg,2,2,0
7058.jpeg,3,3,0
7059.jpeg,7,7,0
706.jpeg,2,2,0
7060.jpeg,0,0,0
7061.jpeg,1,1,0
7062.jpeg,0,0,0
7063.jpeg,4,4,0
7064.jpeg,2,2,0
7065.jpeg,4,4,0
7066.jpeg,3,3,0
7067.jpeg,1,1,0
7068.jpeg,8,8,0
7069.jpeg,3,3,0
707.jpeg,9,9,0
7070.jpeg,4,4,0
7071.jpeg,2,2,0
7072.jpeg,7,7,0
7073.jpeg,9,9,0
7074.jpeg,2,2,0
7075.jpeg,9,9,0
7076.jpeg,2,2,0
7077.jpeg,4,4,0
7078.jpeg,1,1,0
7079.jpeg,2,2,0
708.jpeg,0,0,0
7080.jpeg,9,9,0
7081.jpeg,2,2,0
7082.jpeg,4,4,0
7083.jpeg,4,4,0
7084.jpeg,3,3,0
7085.jpeg,4,4,0
7086.jpeg,8,8,0
7087.jpeg,1,1,0
7088.jpeg,0,0,0
7089.jpeg,4,4,0
709.jpeg,1,1,0
7090.jpeg,7,7,0
7091.jpeg,1,1,0
7092.jpeg,5,5,0
7093.jpeg,3,3,0
7094.jpeg,4,4,0
7095.jpeg,1,1,0
7096.jpeg,2,2,0
7097.jpeg,9,9,0
7098.jpeg,4,4,0
7099.jpeg,2,2,0
71.jpeg,7,7,0
710.jpeg,5,5,0
7100.jpeg,3,3,0
7101.jpeg,6,6,0
7102.jpeg,1,1,0
7103.jpeg,2,2,0
7104.jpeg,3,3,0
7105.jpeg,0,0,0
7106.jpeg,2,2,0
7107.jpeg,1,1,0
7108.jpeg,1,1,0
7109.jpeg,7,7,0
711.jpeg,7,7,0
7110.jpeg,4,4,0
7111.jpeg,8,8,0
7112.jpeg,0,0,0
7113.jpeg,0,0,0
7114.jpeg,0,0,0
7115.jpeg,3,3,0
7116.jpeg,3,3,0
7117.jpeg,0,0,0
7118.jpeg,5,5,0
7119.jpeg,4,4,0
712.jpeg,0,0,0
7120.jpeg,2,2,0
7121.jpeg,1,1,0
7122.jpeg,8,8,0
7123.jpeg,8,8,0
7124.jpeg,1,1,0
7125.jpeg,5,5,0
7126.jpeg,0,0,0
7127.jpeg,9,9,0
7128.jpeg,1,1,0
7129.jpeg,5,5,0
713.jpeg,5,5,0
7130.jpeg,4,4,0
7131.jpeg,0,0,0
7132.jpeg,1,1,0
7133.jpeg,5,5,0
7134.jpeg,3,3,0
7135.jpeg,2,2,0
7136.jpeg,7,7,0
7137.jpeg,4,4,0
7138.jpeg,6,6,0
7139.jpeg,1,1,0
714.jpeg,0,0,0
7140.jpeg,1,1,0
7141.jpeg,4,4,0
7142.jpeg,1,1,0
7143.jpeg,3,3,0
7144.jpeg,8,8,0
7145.jpeg,7,**1**,1
7146.jpeg,1,1,0
7147.jpeg,3,3,0
7148.jpeg,4,4,0
7149.jpeg,4,4,0
715.jpeg,1,1,0
7150.jpeg,1,1,0
7151.jpeg,6,6,0
7152.jpeg,2,2,0
7153.jpeg,2,2,0
7154.jpeg,0,0,0
7155.jpeg,5,5,0
7156.jpeg,2,2,0
7157.jpeg,9,9,0
7158.jpeg,1,1,0
7159.jpeg,2,2,0
716.jpeg,8,8,0
7160.jpeg,0,0,0
7161.jpeg,3,3,0
7162.jpeg,4,4,0
7163.jpeg,1,1,0
7164.jpeg,4,4,0
7165.jpeg,2,2,0
7166.jpeg,6,6,0
7167.jpeg,4,4,0
7168.jpeg,9,9,0
7169.jpeg,0,0,0
717.jpeg,0,0,0
7170.jpeg,2,2,0
7171.jpeg,4,4,0
7172.jpeg,3,3,0
7173.jpeg,4,4,0
7174.jpeg,7,7,0
7175.jpeg,1,1,0
7176.jpeg,8,8,0
7177.jpeg,0,0,0
7178.jpeg,4,4,0
7179.jpeg,1,1,0
718.jpeg,2,2,0
7180.jpeg,2,2,0
7181.jpeg,6,6,0
7182.jpeg,2,2,0
7183.jpeg,8,8,0
7184.jpeg,2,2,0
7185.jpeg,8,8,0
7186.jpeg,4,4,0
7187.jpeg,8,8,0
7188.jpeg,0,0,0
7189.jpeg,7,7,0
719.jpeg,6,6,0
7190.jpeg,8,8,0
7191.jpeg,3,3,0
7192.jpeg,0,0,0
7193.jpeg,1,1,0
7194.jpeg,4,4,0
7195.jpeg,0,0,0
7196.jpeg,1,1,0
7197.jpeg,2,2,0
7198.jpeg,1,1,0
7199.jpeg,4,4,0
72.jpeg,2,2,0
720.jpeg,3,3,0
7200.jpeg,6,6,0
7201.jpeg,7,7,0
7202.jpeg,3,3,0
7203.jpeg,1,1,0
7204.jpeg,0,0,0
7205.jpeg,1,1,0
7206.jpeg,1,1,0
7207.jpeg,1,1,0
7208.jpeg,2,2,0
7209.jpeg,0,0,0
721.jpeg,2,2,0
7210.jpeg,1,1,0
7211.jpeg,4,4,0
7212.jpeg,8,8,0
7213.jpeg,9,9,0
7214.jpeg,0,0,0
7215.jpeg,1,1,0
7216.jpeg,6,6,0
7217.jpeg,8,8,0
7218.jpeg,4,4,0
7219.jpeg,1,1,0
722.jpeg,2,2,0
7220.jpeg,6,6,0
7221.jpeg,1,1,0
7222.jpeg,8,8,0
7223.jpeg,5,5,0
7224.jpeg,0,0,0
7225.jpeg,0,0,0
7226.jpeg,6,6,0
7227.jpeg,4,4,0
7228.jpeg,3,3,0
7229.jpeg,4,4,0
723.jpeg,8,8,0
7230.jpeg,4,4,0
7231.jpeg,0,0,0
7232.jpeg,1,1,0
7233.jpeg,4,4,0
7234.jpeg,2,2,0
7235.jpeg,5,5,0
7236.jpeg,5,5,0
7237.jpeg,3,3,0
7238.jpeg,4,4,0
7239.jpeg,1,1,0
724.jpeg,0,0,0
7240.jpeg,3,3,0
7241.jpeg,2,2,0
7242.jpeg,3,3,0
7243.jpeg,2,2,0
7244.jpeg,3,3,0
7245.jpeg,0,0,0
7246.jpeg,6,6,0
7247.jpeg,5,5,0
7248.jpeg,6,6,0
7249.jpeg,1,1,0
725.jpeg,2,2,0
7250.jpeg,7,7,0
7251.jpeg,2,2,0
7252.jpeg,2,2,0
7253.jpeg,2,2,0
7254.jpeg,2,2,0
7255.jpeg,4,4,0
7256.jpeg,1,1,0
7257.jpeg,1,1,0
7258.jpeg,1,1,0
7259.jpeg,6,6,0
726.jpeg,3,3,0
7260.jpeg,0,0,0
7261.jpeg,4,4,0
7262.jpeg,0,0,0
7263.jpeg,0,0,0
7264.jpeg,0,0,0
7265.jpeg,1,1,0
7266.jpeg,7,7,0
7267.jpeg,0,0,0
7268.jpeg,7,7,0
7269.jpeg,3,3,0
727.jpeg,9,9,0
7270.jpeg,7,7,0
7271.jpeg,2,2,0
7272.jpeg,7,7,0
7273.jpeg,1,1,0
7274.jpeg,3,3,0
7275.jpeg,4,4,0
7276.jpeg,2,2,0
7277.jpeg,2,2,0
7278.jpeg,0,0,0
7279.jpeg,1,1,0
728.jpeg,1,1,0
7280.jpeg,3,3,0
7281.jpeg,6,6,0
7282.jpeg,8,8,0
7283.jpeg,0,0,0
7284.jpeg,1,1,0
7285.jpeg,0,0,0
7286.jpeg,4,4,0
7287.jpeg,3,3,0
7288.jpeg,0,0,0
7289.jpeg,1,1,0
729.jpeg,4,4,0
7290.jpeg,2,2,0
7291.jpeg,1,1,0
7292.jpeg,2,2,0
7293.jpeg,3,3,0
7294.jpeg,2,2,0
7295.jpeg,2,2,0
7296.jpeg,1,1,0
7297.jpeg,4,4,0
7298.jpeg,3,3,0
7299.jpeg,3,3,0
73.jpeg,8,8,0
730.jpeg,4,4,0
7300.jpeg,2,2,0
7301.jpeg,2,2,0
7302.jpeg,4,4,0
7303.jpeg,9,9,0
7304.jpeg,4,4,0
7305.jpeg,4,4,0
7306.jpeg,5,5,0
7307.jpeg,8,8,0
7308.jpeg,4,4,0
7309.jpeg,0,0,0
731.jpeg,6,6,0
7310.jpeg,1,1,0
7311.jpeg,1,1,0
7312.jpeg,3,3,0
7313.jpeg,1,1,0
7314.jpeg,3,3,0
7315.jpeg,4,4,0
7316.jpeg,0,0,0
7317.jpeg,3,3,0
7318.jpeg,1,1,0
7319.jpeg,2,2,0
732.jpeg,1,1,0
7320.jpeg,3,3,0
7321.jpeg,8,8,0
7322.jpeg,0,0,0
7323.jpeg,3,3,0
